Comment Number,Comment Text
366,"Rest in Peace
Thank you for the life lessons ""disguised"" as a cartoon"
367,Noooooooo we never got a reboot
368,"My favorite purple dog absolutely gutted. Rest in peace to a real one. Thank you for helping shape who I grew up to be David, and thank you for showing me that you can be scared but also be brave."
369,"Oh no my favorite little brave doggy, ima cry this one out !!!! R.I.P"
370,Rest in peace
371,"I pray for him that he is loved by every fans in the world will always remember him. May he rest in peace. And heaven is calling for him that his ancestors and maybe his great grandparents are waiting for him. That’s why he’s home, safe with God."
372,"One of my favorite shows as a kid, rest in peace David"
373,Rest in peace Mr.Cohen
374,"He created my favourite cartoon childhood of my memories....Rest In Peace David, thank you for everything...."
375,Rest in peace you legend
376,"You gave us all courage in many ways, rest in peace"
377,"No, I don't believe this, courage your gone and all good memories, rip."
378,I loved this cartoon and still do. It always gave me a laugh and was a reminder that even if you're afraid in someway you can always push on.
379,"RIP Mr. Cohen, you'll be missed.
GIPHY"
380,"Gosh..RIP Sir, it's my only favourite cartoon when I'm a teenager..the scared and laugh courage always be my memory..thank you"
381,Rest in peace
382,Rip. To a great show. Me amd my meme use to watch it together. Memories
383,My sister’s favorite cartoon character Xhorbie Bleck
384,"Love this show, good thing I bought the DVD with all the seasons since they don’t air it on television anymore. RIP TO THE LEGEND"
385,oh my goodness so sad. i have a courage tattoo it was my favorite show as a kid. and i’ll get teary eyed when i look at it now. rest easy
386,My favorite child hood cartoon rest easy little man
387,MHSRIP Thank you for an awesome childhood
388,I see my childhood slipping away from my finger tips. So sad. BRB crying.
389,Rest in Peace. Thank you...
390,"Oh boy, i grew up seeing a lot of episodes of courage, nowadays, i still love seeing their episodes"
391,May your soul rest in peace & thanks for amazing childhood cartoon
392,"Thank you for the lovely childhood, you made a lot of special memories for many of us. I remember I would come back home from school, and first thing I'd do is turn on the TV and watch courage the cowardly dog with my mom. We thought it was special, be…
See more"
393,Awe Chase Beverly
394,"Honestly, my childhood shows during the golden age of CN, Disney, and Nick were awesome. I’ve always wanted to be in their world and be part of that golden era.
Nowadays with tons of former cast members showcasing the dark side of those live-action s…
See more"
395,Thank you for my feverish cartoon series in my childhood. I love your courage R.I.P from Thailand
396,"Thank you for being apart of my amazing childhood. So glad we had this. Our lives were made better, because of it. Fly high
GIPHY"
397,"David was the head writer of the show, Marty Grabstein voiced Courage"
398,Rest in paradise
399,Absolutely loved this show !!!
400,A generation is thankful for this dude! That's for sure sure. Courage is part of our upbringing. THE THINGS WE DO FOR LOVE!
401,"“The last of the starmakers”, is an episode forever engrained in my brain. Rest in peace."
402,"May the lord be with you, David."
403,I would always persuade my son to turn This and the adventures of Billy and Mandy on the Tele Rip
404,One of my childhood favorites and one of the few I’d stilll watch. RIP
405,My mom and I loved this show REST IS PEACE
406,"Rip. To one of the best cartoon , childhood memories..."
407,I can't believe he's gone I loved that show
408,"Man... That wasn't what I needed to see today. Rip to the man
GIPHY"
409,All this man said was Marylyn lol love the show tho the Scooby-Doo one
410,"Wow... Courage the Cowardly Dog Show was one of my favourite TV programs growing up. I always secretly hoped the story will continue, for new series. Rest in peace, Mr. Cohen!"
411,"My childhood, our childhood"
412,"I'm so grateful for such excellent scripts, David. Each episode was unique, and I remember your name perfectly because I know ""The Human Habitrail"" by heart, one of the best episodes you wrote.
Courage the Cowardly Dog is something that continues to h…
See more
GIPHY"
413,"Thank you for starting the fire that is my love for the spooky world, rest in peace!"
414,whaaat!! I loved this show
415,Rest in Peace
416,My dog is named courage after this silly little guy. Rest in peace
417,Hated the show as a kid. It freaked me out so much! But I watched the Scooby Doo crossover last year and came out a fan of Courage.
418,"Thank you Courage, for giving all of us the courage we need when fear seems to overwhelm us."
419,Rest in peace David. Courage will never be the same again
420,This was my favorite show growing up… what a legend. Thank you for all the memories and joy. Rip
421,Who’s that
422,Rest in peace sir
423,that guy is not the voice actor of courage the cowardly dog
424,"He made an amazing and unique cartoon based off a strange real life mystery, not only bringing joy to just any kid who watched but also brought light to the original story of the married couple who mysteriously disappeared leaving their dog alone at th…
See more"
425,Crazy I was watching this Sunday with my boy. We love courage!
426,Rip unc
427,Going to miss you guys you guys were the best for my childhood
428,Rest in peace in heaven
429,"Balto too!! RIP
Tenor"
430,"Had happy childhood because of this show thank you sir, may you rest in peace"
431,"Thanks for making my childhood awesome, Rest in peace Sir."
432,"I would’ve loved to have met him! Courage is one of my favorite cartoons, I was lucky enough to meet and get a signed courage picture with his voice actor."
433,I must be connected to something mentally bc i been finding myself in conversations about Courage this past week even today
434,We all freaked out as kids but it was the kind of shows teaching us life lessons even in our adult life.
435,they are now together with the voice actress of Muriel
436,"Thank you for contributing to￼ my amazing childhood, this was definitely one of my favorites. RIP David"
437,Thank you for making my childhood. Rest easy king -
438,"Keara Langham I'm so sorry, but I thought you should see this love you my duderson"
439,"He taught us something as we grew older, we all become scared wimps, but there are times with great strength that makes us not afraid, and that gives is the reason we all love him: Courage"
440,"Rest In Peace David Steven Cohen
Tenor"
441,"Rest in peace, David Steven Cohen You were the core memory of the best lineup of cartoon Network. I remember waiting for new episodes with me and my grandma and my brothers. Some of my cousins and I'm so glad I was around for this masterpiece. I am a b…
See more"
442,That was a good Cartoon. Courage The cowardly dog.R.I.P Brother
443,I love this show
444,Oh my favorite Cartoon Courage the Cowardly Dog Rip David
445,R.I.P thanks for this amazing Wolrd that made my childhood so much special... Go in peace Legend ...
446,"One of the best shows ever as a child. Rest in peace, Sir."
447,"Thank you for giving me nightmares with that 3D animation ""You're not perfect"". You sure do know how to scare little kids like me back then. RIP sir"
448,Thank you for ur cartoon memories
449,Rest in peace
450,Rest In Peace
451,Rest in peace sir
452,This is very sad news :((
453,Thank you for the best show ever! This show was part of my childhood i watched this everytime it was on tv!
454,"So all 3 are gone now, RIP to the 3 of them"
455,"I had my fullest childhood with your show, thank you great sir Rest in Peace"
456,Thank you so much courage. Rest well
457,Rip we will miss you
458,Sleep well. Still to this date my favorite cartoon.
459,My son has autism and sometimes randomly blurts “stupid dog you made me look bad “ and it’s ridiculously cute and makes me proud that he finally liked a show that I liked growing up
460,Rest in peace
461,RESPECT to a part of my childhood.
462,My grandma raised me with my grandpa and courage reminds me so much of our little family. It touched me so much how sweet she is and always loving up courage just like my gran does for me. Grateful to this man for sharing his talent with us
463,A beloved part of our childhoods.
464,RIP COHEN
465,Thank you for my childhood sir. I've always wanted a Courage tattoo. Now it'll have a purpose.
466,My favorite episode is courage befriending the disfigured man. Genuine friendship. I was happy whenever courage had a moment of joy.
467,"One of the great cartoons of this era, rest in peace"
468,"Good memory, rest in peace David, your work will live on in our hearts"
469,"Rest in peace i will always remember u when u use to make laught alot courage the courly dog will always be remember and thank u for my child hood
GIPHY"
470,Thanks for some nightmares the work!!!
471,Thanks For the Memories Dave One thing that courage taught us was to never allow Fear to gain control of you or the situation at hand Rest Well Legend
472,Thank you for being apart of my childhood
473,Thank you brother for making my child with the little good
474,Will always be one of my favorite childhood cartoons that I will continue to pass on to my children and my children's children. Your legend and stories of this cute little dog will continue to live while you meet the stars.
475,Rest in peace
476,Thank you for being apart of my childhood as a kid
477,I’m so glad I have a courage tattoo
478,One of my fav cartoon in my childhood days
479,Thank you for the memories you will be missed.
480,I really enjoyed watching this show as a child. It is so underrated for the level of creative genius which was expressed.
481,I loved this show so much my first tattoo was of courage. RIP to David thank you for making my childhood memorable
482,Loved this series.
483,Rest in peace
484,Rest in peace
485,"Thank you for the beautiful memories of growing up with courage, Mr. Cohen. May you rest in peace"
486,Rip to the legend
487,Such a beautiful Cartoon!! Thank you for everything
488,"Rip, David a legend who created a legendary cartoon, a courage the cowardly dog"
489,"Rip, this was undoubtedly top 5 cartoon of all time"
490,"Rest well, sir. Courage the Cowardly Dog is my favorite. I spoke about watching it today in the lab when my tech told me the news."
491,Loved courage growing up.. rest in peace
492,My condolences and prayers to the bereaved family
493,Rest in peace
494,Courage the cowardly dog was one of my favourite shows growing up in the early 2000s. David Cohen was an artist and television was his canvas
495,I remember watching this when I was growing up in the early 2000s. I love the show!
496,RIP. What a great show.
497,Childhood fav rest in paradise
498,Rest in peace Courage's voice actor.
499,No way please tell me this is not real this show was the best show ever I always was waiting for a reboot so badly this is so sad
500,Rest in peace
501,"Childhood emotion, i used to see at late night this cartoon when i was a child."
502,"Growing up, I always woke up a little early in the morning before school just to watch an episode of this show, and up until now, it has been my favorite cartoon. Thank you and rest well"
503,R.I.P THANKS FOR MAKING MY CHILDHOOD AWESOME
504,"Courage for me was my comfort show...never did me any kind of trauma
RIP!"
505,"The best computer having dog. R.I.P just have a little courage
GIPHY"
506,Wenlove you thanks for the movie
507,Stupid dog… I always loved you
508,Rest in peace
509,Thank you for the best memories I have with my son. God rest.
510,My son and I have been watching Courage the Cowardly Dog. So sad he passed away.
511,RIP man
512,Bro created my childhood. He will be missed
513,Rip.. a cartoon that traumatized me but still loves it.
514,Bryan Ramos a true hero of our childhood. Holding Courage extra tight tonight
515,“You stupid dog”! Rip David
516,"Thank you for giving us countless memories, thousands of adventures and many carefree afternoons king, you gave us so much in a short period of time! Now Rest!"
517,Thank you and rest in peace
518,Courage the Cowardly Dog is my favorite childhood cartoon because he crosses any limit for his family.
519,"Thats crazy, I'm watching this show rn"
520,Courage will live forever
521,I like this cartoon men I love courage
522,Man rip!!
523,Rip to the goat
524,May rest his soul in Peace forever. He made our childhood beautiful.
525,With lots of love and regards
526,The things he did for love...
527,Thank you for all
528,So sad and my favorite character from courage
529,It was a great show
530,The things we do for love
531,The two old people not abandoning him
532,"This show to me was a combination between two things a love and grow up on:
doctor sues and horror movies.
with lines like:…
See more"
533,I love Courage the Dog. May he rest in peace.y condolences to his family.
534,Rest in peace
535,Thanks for all the beautiful memories as a kid.
536,REST IN PEACE MR. COHEN
537,Rest in peace mr David the head writer of my favourite cartoon as a timid kid
538,"Your work shaped our childhoods in the most beautifully eerie way. Courage will always remind us to be brave, no matter what. Thank you, Sir!"
539,"Courage was a huge part of my growing up. So sad to hear! Kids will never know either, man we had it made."
540,"moral lesson, Lil doggo can do anything to protect even if he's scared. Li An Juls Hrnandz"
541,Our childhood things r slowly dying and fading away one by one
542,Wow Courage was my favourite guy especially when trying to help Muriel
543,Dorles BigD Coates mam not playing
544,Camille Miranda peet si courage
545,"RIP to the man who gifted us such a beautiful dog. I would also like to say RIP to George Lowe, who was the voice of space ghost in the , and was a big part of Cartoon Network. Rest easy to both of them"
546,Rest in peace
547,Courage was top 3 cartoon network shows for me. I'll always watch courage and I'll always love courage.
548,"This show taught me courage and kept thousands of kids hooked with ti's comedy and horror.
GIPHY"
549,"Thank you so much for a beautiful, courageous, and nostalgic piece of my childhood. Rest well."
550,One of my all time favorite childhood shows. Thank you..
551,The only cartoon that made me scared and bizarre but I continued watching
552,Love how they were showing courage today on cartoon network r.i.p will always be my childhood cartoon
553,Rest in Peace
554,Since now we never seen such a good story about courage anymore
555,Rip my man. Thank you for giving our childhoods this masterpiece
556,Courtney Stafford Turner! Tell him I said hi and that I’m a big big fan and am so grateful for his talents when you meet him today!
557,"I love this cartoon, will always love it and may he rest in peace and thank you for entertaining me through the years"
558,RIP to a legend. The world is not fair.
559,Lobe the cartoon rip sir
560,Thank you for the memories rest easy sir!
561,Rip to a childhood legend.
562,My childhood is dying left and right
563,"Man, what's up with these 90's animators dying right now??? RIP"
564,Thank you for the memories and helping my childhood to learn from your great works
565,"That show gave me nothing but nightmares and night terrors.
Shouldn’t have been on a kids channel. Fred Roger’s warned us"
566,My child hood memories
567,Rest in Peace my guy Courage is still one of my most favorite shows to this day
568,Thank you sir I loved this show as a kid
569,R.I.P. And thank you for all the wonderful memories you will be missed very very much.
570,my favourite show when i was kid
571,"This is literally me rn… The thought of it never coming back.. & if it did it wouldn’t be the same without David’s voice. My favorite childhood cartoon.. I literally still watch it and draw courage as an adult. David, I hope you understand how impactf…
See more
GIPHY"
572,Rest in peace
573,Wow he was only 58?? RIP
574,That was my show
575,My favorite cartoon show of all time... thank you. Rest easy
576,One of my best memories I loved that show !! Stupid dog!!
577,Until now there is nothing like old cartoons it would be so good if they start to stream it again
578,"Rest in peace.
Tenor"
579,"Thanks for the childhood toons & RIP
GIPHY"
580,Rest in peace
581,One of my favorite cartoon
582,I just started rewatching the show with my kids
583,rest in peace
584,My deepest condolences for everyone in the cartoon community.
585,My condolences
586,Thank you for the wonderful childhood.
587,Thank you for making wonderful memories r.i.p
588,RIP David
589,this wasn’t the news I wanted today I loved watched courage as a kid
590,RIP David Steven Cohen.
591,"Yes, thank you."
592,Rest in Peace man you gave us all more courage then you know
593,"Rest in peace, thank you for being part of my childhood ￼"
594,Justin Case ain’t no way
595,Condolence
596,May he rest in peace
597,"I love courage, it's one of those shows u can watch at any time ."
598,I loved courage growing up. RIP
599,I was in the the emergency room last night coming very close too death this breaks my heart rest easy
600,He will be missed
601,"Me and another 30-something-year-old were cracking jokes about Courage this morning at work.
RIP David thanks for the great memories"
602,Courage good show
603,"Noooo may he rest in peace.
This will always be my favorite cartoon. For ever"
604,twas one of my favorites
605,Wow that hurts just know our childhood is gone along with him but thanks for the fond memories and the good laughs out of the show as well. Thank you again for Courage he still sits at the foot our beds in our memories as well
606,Rest in peace friend courage will live forever we will make sure
607,"Thank you for the memories
Rest in peace sir no more pain"
608,This is so sad
609,Biggest condolences to your family and thank you so much for the fun memories you gave me and millions of others. RIP
610,"Thank you for making our childhood awesome.
David Steven Cohen, the head writer of ‘Courage the Cowardly Dog’ has sadly passed away."
611,And may his memory be a blessing
612,This man made a lot of peoples childhood. Even mine. May his soul Rest in Peace.
613,"The fever dream episodes as a kid never failed, RIP"
614,Thank you courage
615,This one hits different You have given me so many good memories. RIP my good sir.
616,"This show was a huge part of my childhood memories. I get back home from school, grab some snacks my mom made for me and tuned into Cartoon Network to watch Courage. So, I literally watched it everyday and loved it so much. Those were simple, yet, the …
See more"
617,love this show as kid thank you for everything and joy you brought us all may you rest in peace
618,Rest in peace
619,Rest in peace . U was a reason of making my childhood very pretty thank u so much
620,Thanks for the amazing yet horrifying story of your cowardly dog
621,Thanks for the impact you've made.
622,"Verified account
Rip God bless"
623,"Your work touched millions, you should be very proud, rest peacefully. You did a great job here."
624,My fav childhood cartoon:<
625,Thanks for the childhood memories I really miss this version of myself because nowadays I get panic attacks
626,i helped doing this cartoon im so sad to know that but now a days il work out only in my projetcs alone
627,We will miss you David. Thank you for everything you've created
628,I just want to say thank you. My children and I have spent many nights watching Courage and it was definitely one of our beautiful family memories. Rest well David Steven Cohen
629,Rest in paradise Courage was the show I watched along with code name kids next door
630,I just saw him at Megacon Orlando last month. No!!!
631,Loved that show
632,thank you for your works it makes us happy
633,I loved this show rip sir you gave many good memories to me
634,Micaiah Blair This show terrified me but I still loved it
635,Mia Rashane P. Dimacali Sophia Barrera Gultiano ini ing amamwan ku kekayuu ing peyburit kuuuuu
636,"The art shows the greatness of a man and therefore he definitely was a great man.
May he RIP"
637,This cartoon was EVERYTHING when I was a kid. Sending love to his family
638,Stupid dog I won't forget
639,Thank you for literally giving us Courage
640,I can do a really good courage voice so hmu when yall ready to go again
641,Your show gave me laughs and it gave me courage thank you
642,"I'm 31 years old, but I still watch Courage the Cowardly Dog.
Rest in peace Sir David"
643,RIP legend
644,An invaluable part of my kid’s childhood. Rest in peace.
645,This show scared the sh.t out of me as a kid! Looking back it’s a very goofy show and I’m glad it’s a nostalgic show for me!
646,He has gone to return the slab. RIP sir
647,"I'll see you in heaven, bro"
648,Thank you four 1 of my favorite child hood memories that was 1 of my favorite cartoons rip
649,This breaks my heart rest in peace man
650,"I was literally watching this, this morning and making a courage plush"
651,Thank you sir David Steven Rest in power
652,Thank you for our childhood!!!
653,"As I grew up, I often looked back on my past, where animated shows were my soul’s nourishment. RIP, David. Thank you for being a part of my childhood. And thank you for creating a timeless masterpiece!"
654,"Rip sir
GIPHY"
655,Big thanks to you! RIP.
656,Stupid dog! You made me look sad!
657,May he rip
658,I just loved this cartoon
659,Thank you one of my favorite shows growing up
660,He was a really nice man.
661,"Absolutely hated the episode with spiders when Courage is at the Katz hotel( I think?), but still one of my favorite shows as a kid, and I still watch it in my 30's sometimes haha Rest in Peace man"
662,Thank you for my childhood David
663,My childhood
664,"Salute to our fallen legend
Tenor"
665,Holly Riggins My favorite show growing up. The episode with Muriel finding Courage...forever in my memory.
666,This is my favorite movie when I was 6 now I'm 12 and I still watch this but now his dead rest in peace
667,Sigh. Your art made me feel comfortable in this generation. Thank you. And rest in peace
668,One of my FAVORITES ..thank you for putting a staple in my memories
669,Funny I was just talking about this show this morning. Crazy to see this now
670,Rip man :((
671,Thats way too young
672,I always loved this program in my childhood. I will never forget the lessons it taught us: courage despite your fears. Rest in peace. :')
673,Rest in peace
674,"RIP to a master storyteller
[To some of the people confused here: Mr. Cohen was super important to Courage the Cowardly Dog but he was not the creator; who is still alive and well (John R. Dilworth)]"
675,Thank you for being a part of my childhood. Rest easy.
676,"My most favorite show from childhood. Thank you and may you rest in peace, David."
677,What a beautiful tribute
678,"rest in peace, David. Thank you for making my childhood memorable and full of valuable lessons maskin usahay mahadlok ko huhu"
679,Remember when I was doing nth but watching Courage dog.
680,Rest in peace. David Cohen. You just earn your well-deserved break up there.
681,My favourit cartoon show growing up Rest In Peace
682,"He doesn’t have to be afraid anymore
Rip, Courage"
683,Rest in paradise man.. Thankyou!
684,"The things we do for love! A legend will be missed today, but never forgotten!"
685,*Sacred
686,The greatest cartoon even made in my book. Rest well...
687,Rest in peace
688,Rest in peace
689,"Oh no! I am so, so sorry to hear about this. He was so talented and funny. May his memory be a blessing."
690,Rip thank U for the memories my lad
691,Made me feel normal when I watched courage. Helped me so much as a little one.
692,I miss this cartoon R.I.P
693,"Rest in peace David, I’ll never forget the laugh and excitement every weekend"
694,Rip sir
695,"We loved watching Courage, it was one of our favorite cartoons!
Rest in Glory, David Steven Cohen."
696,Courage was my favourite cartoon
697,One of my favorite shows years ago. May you rest in peace.
698,The things you did for love
699,Rest in peace thank you for contributing to my childhood you will be remembered forever
700,Rest in peace
701,"Its funny me an my fiancé were just talking about re watching it too smh, rest easy! Thank you for giving me an amazing childhood"
702,Thank you for bringing courage into our lives..
703,Still one of my favourites .. Recalling the times when this show would air after school
704,RIP. My childhood was great because of you.
705,That wa a good show
706,"One of the most hauntingly beautiful pieces of music is in The Tower of Dr. Zalost. I will never forget the first time I saw that episode. There was such beauty mixed with its starkness and had an enduring message. It’s the one episode I always return …
See more"
707,Rest in piece. Courage is forever etched in my memories.
708,"the phrase ""the things we do for love"" is my lifetime motto for my love one's"
709,2025 is really the sequel to 2024
710,"Thank you!
Courage was a significant part of my childhood. It brought me and my siblings together as we watched Courage over and over again. We didn't mind if we had already seen most of the episodes, we just really loved it. …
See more"
711,My childhood cartoon I love the most courage the cowardly dog
712,I always fond it odd how Courage did a lot of talking in the first season of the show but not so much in the following seasons.
713,"Rest In Peace
I love Courage so much. Thank you for producing such a great art and entertainment."
714,My favorite show
715,I love that show
716,Thank you. my childhood
717,"This guy was nightmare fuel for me as a kid.
Tenor"
718,Jessy McDermott and the dog is purple.
719,"Thanks for great cartoon!
R.I.P"
720,"Thanks for a good Childhood, you will be missed"
721,Rest in peace. I loved Courage
722,Rip I love that cartoon
723,Awww prayer for the rest that you have deserved
724,Loved this show.
725,Shianne Van Der Weiden rip
726,"The amount of times I've said, ""Oh No"" in a courage voice, lol. Makes me think about the guy working on a Courage the Cowardly Dog fan game in Dreams PS4. I hope he pays tribute to this moment in it somehow."
727,RIP David.
728,"Noo My doggo was named after Courage, they together now"
729,One of the best cartoons ever to exist
730,"Ok that gave me a small scare. But still bad news regardless… the person that truly brought courage to life for me personally, was the voice actor, Marty. I’m all for the creator as well, they created courage and there would be no Marty behind the voic…
See more"
731,Such a comfort show! Def a big impact on my childhood! Rest in peace
732,RIP king:((
733,Wait what happened he was coming to Tampa's CC. Me and my buddy was just going on about how great that show was.
734,One of the most eccentric cartoons of all time.
735,Name of the cartoon
736,Been watching this for last couple days on Hulu and it's funny cuz my cat loves watching it too with me
737,Lori Duncan sad…
738,"I grew up watching this cartoon, and it's amazing how it never scared me, but instead made me laugh out loud. Thanks for the wonderful childhood memories. May you rest in peace ..."
739,"Rip l, Thank you for all the memories"
740,"Thank you Mr Cohen for writing so much of childhood I loved courage as a kid and still do as an adult you introduced me to my love of surreal humor and horror me and my dad loved watching courage together I'm glad that I've been able to show it to my n…
See more"
741,Loved that Courage
742,RiP thanks for the childhood cartoon one of my top
743,"Courage is not being fearless;
Courage is the perseverance in the face of fear."
744,My fav show back then
745,Rest in Peace
746,"My chilhood, Courage."
747,"One of the highlights of my childhood is watching courage at my grandmother's house during summer vacation. Thank you so much, Mr. David Cohen for giving life to a character that shows what real courage is all about."
748,from a time when cartooms were actually good to watch. Rest in Peace
749,"One of my favorite shows of all time in cartoon network.
GIPHY"
750,Thank you
751,My childhood
752,I still watch the show till this day
753,Rest in peace.
754,"Noooooo thank you for giving me my comfort show
Isa Aponte"
755,Rip didn’t know who you were until tonight but thanks for the shows
756,Time to rewatch with my little boy.
757,"You have created a beautiful and a successful legacy! You may now rest in peace, Sir!"
758,"If anyone is wondering, he was head writer.
He also wrote Balto which was a huge part of my childhood too. Rip"
759,Oh baby I’m sick about this frfr
760,Rip David thank you for making my bad childhood better with courage you gave others courage rest easy good sir
761,Rip courage u were one of my favorite cartoons growing up I used to watch h u at my grandma's house I reminded of me I was adopted too .
762,thank you sir david steven cohen
763,One of the greatest cartoons of all time
764,"My childhood
RIP
I watched it on the Boomerang channel in Thailand when was in primary school.
(…
See more"
765,Rest in piece
766,"Absolutely wild, last night I had this overwhelming urge to rewatch some episodes of Courage - I found a few on YouTube, the ones with the Evil Shadow and Dr. LeQuack! Life can be surreal, RIP to David Steven Cohen"
767,We used to watch that show every night
768,Rest in peace
769,I love that show so much this is sad
770,I've never feel sad like this before
771,Noooo Devin Holden
772,Legend! Made growing up in the early 2000’s amazing
773,Just bought up the show to you yesterday and this happens.. wow Jacob Hansen
774,Thanks for a good show
775,I love courage the cowardly dog
776,Guys thisnis the writer not the voice actor....
777,Thank You for everything David Steven Cohen for making my childhood awesome
778,the truma was worth it.... thank you
779,"NOOOOOOOOOOOOOOOOOO, I CAN'T BELIEVE THIS
Tenor"
780,No more macaroni with more or less cheese RIP
781,Condolence
782,i always watched courage when i was a kid. Rest in peace Mr. Cohen
783,1 of funny always say stupid dog wth
784,RIP thanks for being part of something amazing and being a part of my childhood
785,One of the greatest
786,Rest in Piece Legend David
787,Rest in peace sir
788,Rest in peace
789,Rest in peace
790,rest in peace brother
791,I love this show so much I have a tattoo of it. Rip.
792,"Rest in peace, legend"
793,Rest in peace
794,My childhood show.
795,"Rip, my fave cartoon"
796,We lost a real one today
797,90’s babies feel this I know I do was definitely one of my shows gave me courage to pursue anything in life and use the fear into fuel to ignite with success. Rest peacefully as your legacy lives on forever.
798,The world has lost another great. R.I.P.
799,Rest in peace brudda
800,This cartoon I think is the reason I love horrors so much however that mummy episode scared the ahit outta me at like the age 10
801,Does this mean that they’ll start making terrible spinoffs now like what Nickelodeon is doing to SpongeBob after Hillenberg died?
802,"This is a heartfelt tribute. It beautifully acknowledges David’s work on Courage the Cowardly Dog and the impact it had on so many childhoods. His storytelling blended fear, love, and bravery in a way that left a lasting impression. May he rest in peac…
See more"
803,Rest in peace.
804,Rest in peace David
805,We love you Courage!!! RIP
806,"No words can express the emotions and the huge heatfelt thanks
RIP Sir"
807,"Rest easy, you made many childhoods better with your works."
808,My favorite cartoon as a kid
809,"One of my favorite cartoon when i was a kid ""Courage"" thank you so much rest in peace brother"
810,Thanks for everything. RIP Legend
811,Thank you for making my childhood complete rest in pace
812,Rest in peace Courage
813,I’m literally watching courage the cowardly dog right now smh rip
814,"Wow; Return If Possible D.S.C
Courage The Cowardly Dog Was A Staple In My Childhood & I Can Say Thank You For That"
815,I wanna thank you for making love this cartoon show this was my childhood cartoon growning up
816,Rest in heavenly peace!
817,Rest in peace Sir
818,Rip
819,Genuinely loved Courage and his shenanigans. Rest in peace to a legend.
820,"Couldn’t of said it any better, thank you"
821,Rest in peace
822,"We're just small fragments of life, sadly"
823,Awww love this cartoon
824,"""the things I do for love.""
Luckily you don't need new recordings to make more. Just use old clips. Courage doesn't talk much anyway"
825,My childhood took a massive hit with this one…
826,This was my fave
827,So my namesake is gone forever ?
828,"I can't convey how grateful I am to have been born in the time when this show existed...
Life was something else back then..."
829,"Thank you, David. R. I. P.
My childhood will never be the same. Thanks to your talent and your contribution to one of the series that has shaped me for the better. Farewell."
830,He was the best episodes ever rip best actor ever
831,Forever my favorite cartoon
832,My favorite cartoon ever
833,This one hurts a lot. Thank you so much for your talent to bring Courage to life.
834,I relate to courage
835,My favorite cartoon
836,"Im pretty sure that show is why I have insomnia now, and had horrible nightmares as a kid. But RIP"
837,Noooo my favorite show
838,R.I.P
839,"My favourite episode is The Demon in the Mattress, it's spooky hilarious and still holds up. I need a dvd collection"
840,I loved this cartoon
841,"I used to watch this with my kids, good times."
842,He brought joy and we'll never forget
843,R I P sir and thank you
844,Thank you for the childhood memories.
845,Whathe's dead??
846,I’lll never forgot you or The Man In Gauze.
847,NO;(( I love watching ‘courage the coward dog’ ;(((
848,"Thanks David , for Courage. The story plot of every ep was just sh*t , nd most of the time the plot flew over my head. idk why i still watched it as a kiddo . Overall it was nice experience ig"
849,Man you are an absolute legend thanks for one of the goats of Cartoon Network fly high on the other side
850,Yes... thank you for life long trauma.
851,All strange dogs go to heaven
852,I just bought the DVD set last Sunday...
853,Moẽ Monẽy part of our childhood
854,I can still here courage screaming “mu mu Muriel ”RIP big man
855,Rest in peace legend
856,This one hurts … rest in paradise
857,"Luis Gonzalez I think it’s time for a tattoo, in honor of him!"
858,"Favorite episode
GIPHY"
859,One of my favorite child hood cartoons and taught me how to be brave and even those who even still laugh at you
860,Rest in peace
861,No one cuts their hair without feeling “naugh-ty” rest well sir you left this world with something great to remember you by
862,I love courage grow up and cartoon network not same use be anymore
863,my favorite cartoon network show growing up.
864,I grew up on courage the cowardly dog
865,RIP and thank you for everything
866,Nooooo!!! I have been praying for a reboot! R.I.P
867,Nice cartoon big fan of that and
868,This show defined me as a child I is and always will be dear to my heart in every way. Thank you for the memories
869,Maaaannn Justin is having a blast with you!
870,My childhood hero
871,Rip
872,Thanknu I loved that show
873,Thank you for creating memories and teaching us about life through your creation. RIP
874,Rest in peace
875,"You did good.
GIPHY"
876,R.I.P! salute to cou cou cawolery dog
877,Thank you for making one of the greatest cartoons. You made our childhood memorable. You will be missed #1995kid
878,"Dang ""Return the slab or suffer my curse"" won't hit the same any more"
879,Rest in paradise
880,"The things I do for love.
GIPHY"
881,Rip and thank you for the legacy
882,"Rest in Peace, Courage. OOooohhhh!!!!"
883,Rest in peace!
884,One of my faves on cartoon network
885,It's the good ones that leave early...sad indeed!
886,Rest in peace
887,Rest in peace
888,"Verified account
Mark Trobough Anime Junction this is terrible news"
889,favorite cartoons ku to. rip
890,"One of my favorite quotes goes something to the effect of ""being brave doesn't mean not getting scared. It means getting scared and doing it anyways"" and that was embodied by this show so well. Rest easy."
891,My dad loves this show RIP
892,rest easy
893,𝕎𝕖 𝕝𝕠𝕧𝕖 𝕪𝕠𝕦
894,Man I just watched a Episode today titled The Mask.Thank you for all the Memories RIP
895,This is my last straw todY
896,May his soul rest in peace
897,RIP
898,Thank you for some of the best memories of my life when I was a kid watching this show. may you rest in peace & may his family and all of us find courage during this time
899,RIP
900,Rest in peace David. You created one of the best shows of my childhood.
901,Kansas never looked so accurate
902,Ty for one of my favorite shows ever!!! Rest easy!!!!
903,Thank you for all the memories
904,Rest in peace
905,R.i.p
906,Rip the legend
907,Rest in peace
